OverallQual,Neighborhood,GarageCars,BsmtQual,KitchenQual,ExterQual,GarageArea,FullBath,GarageFinish,Dure_garage,GarageType,Foundation,FireplaceQu,TotRmsAbvGrd,MSSubClass,Dure_house,HeatingQC,BsmtFinType1,Fireplaces,Exterior1st,Exterior2nd,MasVnrType,GrLivArea,MSZoning,OverallCond,HouseStyle,BsmtExposure,SaleCondition,SaleType,GarageCond,2ndFlrSF,TotalBsmtSF,LotShape,GarageQual,CentralAir,HalfBath,LotFrontage,Fence,Electric,OpenPorchSF,Electrical
6,Mitchel,2,Gd,TA,TA,470,1,RFn,29,Attchd,CBlock,TA,5,85,29,Ex,GLQ,1,VinylSd,VinylSd,None,912,RL,6,SFoyer,Av,Normal,WD,TA,0,888,IR1,TA,Y,0,313,MnPrv,SBrkr,0,SBrkr
5,ClearCr,2,TA,TA,TA,538,2,Fin,42,Attchd,PConc,nonappli,7,60,42,TA,LwQ,0,Plywood,Plywood,None,2126,RL,5,2Story,Gd,Abnorml,WD,TA,966,1013,IR2,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
5,Timber,2,Gd,Gd,TA,400,2,Fin,1,BuiltIn,PConc,nonappli,7,80,1,Gd,Unf,0,VinylSd,VinylSd,None,1394,RL,5,SLvl,No,Normal,WD,TA,640,384,Reg,TA,Y,1,73,nonappli,SBrkr,0,
5,Sawyer,2,TA,TA,TA,624,1,Unf,11,Detchd,CBlock,nonappli,5,20,44,TA,GLQ,0,HdBoard,HdBoard,None,970,RL,6,1Story,No,Normal,WD,TA,0,970,Reg,TA,Y,0,80,nonappli,SBrkr,24,SBrkr
6,Mitchel,3,TA,TA,TA,888,1,Unf,34,Attchd,CBlock,nonappli,6,80,34,TA,GLQ,0,HdBoard,HdBoard,BrkFace,1034,RL,5,SLvl,Av,Normal,WD,TA,0,1012,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,565,2,RFn,2,Attchd,PConc,nonappli,7,60,2,Ex,Unf,0,VinylSd,VinylSd,None,1720,RL,5,2Story,No,Normal,WD,TA,860,860,IR1,TA,Y,1,89,nonappli,SBrkr,70,SBrkr
5,OldTown,1,TA,Gd,TA,256,2,Unf,55,BuiltIn,CBlock,nonappli,7,190,55,TA,Unf,0,Wd Sdng,Wd Sdng,None,1387,RM,4,1.5Fin,No,Normal,WD,TA,576,811,Reg,TA,Y,0,50,nonappli,FuseA,0,FuseA
6,Edwards,1,TA,Ex,TA,312,1,RFn,49,Basment,CBlock,Gd,5,80,2,Gd,ALQ,1,Plywood,Plywood,BrkFace,1357,RL,7,SLvl,Av,Normal,WD,TA,0,1019,IR1,TA,Y,0,124,GdPrv,SBrkr,0,SBrkr
5,NAmes,2,TA,TA,TA,461,1,Unf,50,Attchd,CBlock,Gd,6,20,50,TA,Rec,2,MetalSd,HdBoard,BrkFace,1264,RL,5,1Story,No,Normal,WD,TA,0,1268,Reg,TA,Y,0,73,nonappli,SBrkr,0,SBrkr
6,Gilbert,2,Gd,Gd,Gd,390,2,Fin,4,Attchd,PConc,Gd,8,60,4,Ex,Unf,1,VinylSd,VinylSd,None,1484,RL,5,2Story,No,Normal,WD,TA,742,742,IR2,TA,Y,1,149,nonappli,SBrkr,24,SBrkr
7,StoneBr,2,Gd,Gd,Gd,504,2,RFn,19,Attchd,PConc,TA,5,160,19,Gd,GLQ,1,HdBoard,HdBoard,None,1767,RL,7,2Story,No,Normal,WD,TA,703,1064,IR1,Gd,Y,0,44,nonappli,SBrkr,35,SBrkr
6,OldTown,1,TA,Gd,TA,270,1,Unf,74,Detchd,BrkTil,nonappli,5,30,1,Ex,Unf,0,Wd Sdng,Wd Sdng,None,813,RM,8,1Story,No,Normal,WD,Fa,0,813,Reg,Fa,Y,0,70,nonappli,FuseA,113,FuseA
6,IDOTRR,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,5,190,24,Gd,GLQ,0,Wd Sdng,Wd Sdng,None,754,RM,8,1.5Fin,Av,Normal,WD,nonappli,0,520,Reg,nonappli,N,0,60,nonappli,SBrkr,0,SBrkr
7,NAmes,2,Gd,Gd,TA,505,2,RFn,48,Attchd,CBlock,Gd,9,20,1,Ex,GLQ,1,Wd Sdng,Wd Sdng,None,2069,RL,7,1Story,Gd,Normal,WD,TA,0,585,IR2,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
6,Timber,2,Gd,Gd,Gd,600,2,RFn,20,Attchd,CBlock,Fa,5,80,19,Ex,GLQ,1,HdBoard,HdBoard,BrkFace,1509,RL,5,SLvl,Av,Abnorml,WD,TA,0,1461,Reg,TA,Y,0,85,nonappli,SBrkr,0,SBrkr
6,Gilbert,2,Gd,TA,TA,343,2,Fin,15,Attchd,PConc,TA,6,60,14,Gd,Unf,1,HdBoard,HdBoard,None,1481,RL,5,2Story,No,Normal,WD,TA,779,702,Reg,TA,Y,1,65,nonappli,SBrkr,36,SBrkr
4,BrkSide,2,TA,TA,TA,576,1,Unf,36,Detchd,CBlock,nonappli,6,190,36,TA,ALQ,0,HdBoard,HdBoard,BrkFace,960,RL,5,1Story,Av,Normal,WD,TA,0,960,Reg,TA,N,0,60,nonappli,SBrkr,288,SBrkr
4,NAmes,2,nonappli,TA,TA,420,1,Unf,56,Detchd,Slab,nonappli,4,20,56,TA,nonappli,0,BrkFace,Wd Sdng,None,1040,RL,5,1Story,nonappli,Normal,WD,TA,0,0,Reg,TA,Y,0,60,nonappli,FuseA,29,FuseA
4,NAmes,2,nonappli,TA,TA,420,2,Unf,53,Detchd,Slab,nonappli,6,90,59,Fa,nonappli,0,BrkFace,Stone,None,1040,RL,5,1Story,nonappli,Normal,WD,TA,0,0,Reg,TA,N,0,60,nonappli,FuseF,0,FuseF
7,Crawfor,1,Fa,TA,TA,216,1,Unf,86,Detchd,BrkTil,Gd,9,70,56,Gd,LwQ,1,Stucco,Stucco,None,1802,RL,6,2Story,No,Normal,WD,TA,901,793,Reg,Fa,Y,1,54,nonappli,SBrkr,0,SBrkr
8,Somerst,2,Gd,Ex,Gd,550,2,Fin,0,BuiltIn,PConc,Gd,11,60,0,Ex,GLQ,1,CemntBd,CmentBd,None,2610,FV,5,2Story,Av,Partial,New,TA,1426,1184,Reg,TA,Y,1,75,nonappli,SBrkr,364,SBrkr
5,Edwards,2,TA,Fa,TA,528,1,Fin,47,Attchd,CBlock,Gd,6,20,47,TA,BLQ,2,HdBoard,Plywood,BrkFace,1466,RL,4,1Story,No,Normal,WD,TA,0,1466,Reg,TA,Y,1,134,nonappli,SBrkr,140,SBrkr
5,OldTown,1,Fa,TA,TA,416,2,Unf,49,Detchd,PConc,nonappli,7,50,60,TA,LwQ,0,MetalSd,MetalSd,None,1652,RM,6,1.5Fin,No,Normal,WD,TA,686,686,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
7,SawyerW,3,Gd,Gd,Gd,678,2,Unf,15,Attchd,PConc,TA,9,60,15,Ex,BLQ,1,VinylSd,VinylSd,None,2097,RL,5,2Story,No,Normal,WD,TA,1017,1080,IR2,TA,Y,1,59,nonappli,SBrkr,187,SBrkr
8,Crawfor,2,Gd,Gd,Gd,538,2,Fin,1,Attchd,PConc,Gd,5,120,0,Ex,GLQ,1,VinylSd,VinylSd,Stone,1625,RM,5,1Story,Gd,Family,WD,TA,0,1573,IR1,TA,Y,0,44,nonappli,SBrkr,0,SBrkr
7,ClearCr,2,TA,TA,Gd,667,2,Fin,53,Attchd,CBlock,TA,7,50,53,TA,BLQ,1,BrkFace,AsbShng,None,2287,RL,4,1.5Fin,No,Normal,WD,TA,983,1304,Reg,TA,Y,0,81,nonappli,SBrkr,21,SBrkr
9,NridgHt,3,Ex,Ex,Ex,1020,3,RFn,0,BuiltIn,PConc,Gd,12,60,0,Ex,Unf,1,VinylSd,VinylSd,Stone,2822,RL,5,2Story,Gd,Partial,New,TA,1088,1734,Reg,TA,Y,1,107,nonappli,SBrkr,170,SBrkr
6,Gilbert,2,Gd,Gd,Gd,390,2,RFn,9,BuiltIn,PConc,TA,7,60,9,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,2054,RL,5,2Story,No,Normal,WD,TA,1032,992,IR1,TA,Y,1,313,nonappli,SBrkr,48,SBrkr
5,Crawfor,1,TA,TA,TA,375,1,Unf,53,Attchd,CBlock,Gd,5,190,53,TA,BLQ,2,MetalSd,MetalSd,BrkFace,1336,RL,5,1Story,Mn,Normal,WD,TA,0,1165,Reg,TA,Y,0,90,nonappli,SBrkr,0,SBrkr
4,Edwards,2,TA,TA,TA,400,1,Unf,8,Detchd,CBlock,nonappli,5,20,53,Ex,LwQ,0,MetalSd,MetalSd,None,894,RL,5,1Story,No,Abnorml,WD,TA,0,894,Reg,TA,Y,0,68,nonappli,SBrkr,0,SBrkr
8,Veenker,2,Gd,Gd,Gd,473,1,Fin,15,Attchd,PConc,Gd,6,120,15,Ex,GLQ,2,BrkFace,BrkFace,None,1719,RL,5,1Story,Gd,Normal,Con,TA,0,1719,IR1,TA,Y,1,32,nonappli,SBrkr,30,SBrkr
7,NoRidge,2,Gd,Gd,Gd,525,2,RFn,14,Attchd,PConc,TA,5,60,14,Ex,GLQ,2,VinylSd,VinylSd,BrkFace,2127,RL,5,2Story,No,Normal,WD,TA,904,1223,IR1,TA,Y,1,81,nonappli,SBrkr,132,SBrkr
6,NAmes,1,TA,TA,TA,461,1,RFn,42,Attchd,CBlock,Gd,6,20,42,TA,BLQ,2,HdBoard,HdBoard,BrkFace,1251,RL,6,1Story,No,Normal,WD,TA,0,1251,Reg,TA,Y,0,80,MnPrv,SBrkr,116,SBrkr
5,NAmes,1,TA,TA,TA,297,1,Fin,49,Attchd,CBlock,nonappli,5,20,22,Fa,BLQ,0,MetalSd,MetalSd,None,912,RL,7,1Story,No,Normal,WD,TA,0,912,IR1,TA,Y,0,70,MnWw,SBrkr,285,SBrkr
3,OldTown,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,BrkTil,nonappli,6,50,59,Fa,Unf,0,VinylSd,VinylSd,None,968,RM,6,1.5Fin,No,Abnorml,WD,nonappli,368,600,Reg,nonappli,N,0,50,GdWo,SBrkr,0,SBrkr
7,CollgCr,2,Gd,Gd,Gd,613,2,RFn,7,Attchd,PConc,TA,7,60,7,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1829,RL,6,2Story,No,Normal,WD,TA,888,941,IR1,TA,Y,1,44,nonappli,SBrkr,39,SBrkr
6,NWAmes,2,Gd,TA,TA,566,2,Fin,30,Attchd,PConc,TA,6,60,30,TA,GLQ,1,HdBoard,HdBoard,BrkFace,1574,RL,5,2Story,Mn,Normal,WD,TA,784,796,IR1,TA,Y,1,313,nonappli,SBrkr,111,SBrkr
4,IDOTRR,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,4,30,59,TA,Rec,0,Wd Sdng,Wd Sdng,None,720,C (all),5,1Story,No,Abnorml,WD,nonappli,0,720,Reg,nonappli,N,0,60,GdWo,FuseA,523,FuseA
9,NridgHt,3,Ex,Ex,Gd,770,2,Fin,2,Attchd,PConc,Gd,8,20,1,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1980,RL,5,1Story,Av,Normal,WD,TA,0,1980,Reg,TA,Y,0,129,nonappli,SBrkr,45,SBrkr
7,NWAmes,2,Gd,Gd,Gd,440,2,RFn,22,Attchd,CBlock,nonappli,8,20,8,Ex,ALQ,0,Wd Sdng,Wd Sdng,None,1621,RL,7,1Story,Mn,Normal,WD,TA,0,1208,Reg,TA,Y,0,91,nonappli,SBrkr,45,SBrkr
6,NWAmes,2,Gd,Gd,Gd,529,2,Fin,32,Attchd,CBlock,TA,8,20,9,Gd,ALQ,1,CemntBd,CmentBd,Stone,1602,RL,7,1Story,No,Normal,WD,TA,0,1602,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
6,OldTown,1,TA,Gd,TA,216,2,Unf,81,Detchd,BrkTil,nonappli,5,40,3,Gd,LwQ,0,MetalSd,MetalSd,None,1616,RM,7,1Story,Mn,Normal,WD,TA,467,1149,Reg,TA,Y,0,40,nonappli,FuseA,0,FuseA
5,NAmes,1,TA,TA,TA,319,1,RFn,49,Attchd,CBlock,Gd,6,20,9,TA,BLQ,2,MetalSd,MetalSd,None,1600,RL,6,1Story,Gd,Normal,WD,TA,0,1484,IR1,TA,Y,0,47,nonappli,SBrkr,258,SBrkr
6,NWAmes,2,TA,TA,TA,583,2,RFn,37,Attchd,CBlock,TA,7,80,37,TA,Unf,1,HdBoard,HdBoard,BrkFace,2119,RL,6,SLvl,No,Abnorml,COD,TA,741,689,IR1,TA,Y,1,313,GdPrv,SBrkr,104,SBrkr
7,Edwards,2,Gd,Gd,Gd,380,2,Unf,2,Detchd,PConc,nonappli,7,160,2,Ex,Unf,0,VinylSd,VinylSd,Stone,1709,RM,5,2Story,No,Normal,WD,TA,739,970,Reg,TA,Y,0,24,nonappli,SBrkr,40,SBrkr
7,NAmes,2,TA,Ex,Gd,522,2,Fin,42,Attchd,CBlock,TA,8,20,42,Ex,ALQ,2,BrkFace,BrkFace,None,2110,RL,5,1Story,No,Normal,WD,TA,0,2110,Reg,TA,Y,1,93,nonappli,SBrkr,0,SBrkr
3,Edwards,0,TA,Gd,TA,0,1,nonappli,-9.22E+18,nonappli,BrkTil,nonappli,6,30,1,Ex,Rec,0,MetalSd,MetalSd,None,774,RH,6,1Story,No,Normal,WD,nonappli,0,544,Reg,nonappli,Y,0,70,nonappli,SBrkr,0,SBrkr
4,IDOTRR,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,BrkTil,nonappli,5,30,58,Fa,Unf,0,AsbShng,AsbShng,None,796,RM,4,1Story,No,Normal,WD,nonappli,0,796,Reg,nonappli,N,0,40,MnPrv,SBrkr,0,SBrkr
8,Timber,2,Gd,TA,Gd,511,2,RFn,25,Attchd,CBlock,TA,6,20,25,TA,Unf,1,Plywood,Plywood,BrkFace,1707,RL,6,1Story,No,Normal,WD,TA,0,1686,IR1,TA,Y,1,313,nonappli,SBrkr,64,SBrkr
8,NridgHt,3,Ex,Ex,Gd,789,1,Fin,0,Attchd,PConc,Gd,8,60,0,Ex,GLQ,1,VinylSd,VinylSd,Stone,2161,RL,5,2Story,No,Partial,New,TA,551,1582,Reg,TA,Y,1,86,nonappli,SBrkr,120,SBrkr
7,CollgCr,2,Gd,Gd,Gd,512,2,RFn,13,Attchd,PConc,TA,7,60,13,Ex,Unf,1,VinylSd,VinylSd,None,1716,RL,5,2Story,No,Normal,WD,TA,807,880,Reg,TA,Y,1,70,nonappli,SBrkr,120,SBrkr
6,NAmes,2,TA,TA,TA,504,1,Unf,47,Attchd,CBlock,TA,6,20,47,TA,ALQ,1,WdShing,Wd Shng,BrkCmn,1362,RL,5,1Story,No,Normal,COD,TA,0,1362,IR1,TA,Y,1,80,nonappli,SBrkr,20,SBrkr
6,CollgCr,2,Gd,TA,TA,546,2,RFn,9,Attchd,PConc,nonappli,7,60,9,Ex,GLQ,0,VinylSd,VinylSd,None,1796,RL,5,2Story,Mn,Normal,WD,TA,914,794,IR1,TA,Y,1,313,MnPrv,SBrkr,36,SBrkr
8,Crawfor,2,Ex,Gd,Ex,482,2,Fin,0,Attchd,PConc,Gd,5,120,0,Ex,GLQ,1,CemntBd,CmentBd,Stone,1652,RM,5,1Story,Gd,Partial,New,TA,0,1600,IR1,TA,Y,0,64,nonappli,SBrkr,53,SBrkr
7,OldTown,2,TA,TA,TA,324,1,Unf,79,Detchd,PConc,nonappli,7,70,21,Ex,ALQ,0,VinylSd,VinylSd,None,1482,RM,9,2Story,No,Normal,WD,TA,650,650,Reg,TA,Y,0,50,nonappli,SBrkr,0,SBrkr
5,BrkSide,1,TA,TA,TA,450,1,Unf,81,Detchd,BrkTil,nonappli,6,30,56,TA,Rec,0,MetalSd,MetalSd,None,1015,RM,7,1Story,No,Abnorml,WD,TA,0,768,Reg,TA,N,0,51,MnPrv,SBrkr,0,SBrkr
6,NAmes,1,TA,Fa,TA,240,1,Unf,65,Attchd,CBlock,TA,5,50,56,TA,BLQ,2,Wd Sdng,Wd Sdng,None,1578,RL,7,1.5Fin,No,Normal,WD,TA,620,806,Reg,TA,Y,0,79,MnPrv,FuseA,0,FuseA
5,NAmes,2,TA,TA,TA,490,1,Unf,21,Attchd,CBlock,nonappli,6,20,7,Gd,ALQ,0,Wd Sdng,Wd Sdng,BrkFace,1086,RL,7,1Story,No,Normal,WD,TA,0,1086,Reg,TA,Y,0,85,GdWo,SBrkr,0,SBrkr
6,BrDale,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,CBlock,nonappli,7,160,35,TA,Unf,0,CemntBd,CmentBd,BrkFace,1218,RM,5,2Story,No,Abnorml,WD,nonappli,546,672,Reg,nonappli,Y,1,21,nonappli,SBrkr,0,SBrkr
5,Sawyer,2,TA,TA,TA,528,1,Unf,13,Detchd,CBlock,nonappli,4,85,27,TA,ALQ,0,HdBoard,HdBoard,None,860,RL,6,SFoyer,Av,Normal,WD,TA,0,840,IR1,TA,Y,0,74,nonappli,SBrkr,0,SBrkr
4,OldTown,0,TA,TA,TA,0,1,nonappli,-9.22E+18,nonappli,BrkTil,nonappli,7,50,6,Gd,Unf,0,Wd Sdng,Wd Sdng,None,1140,RM,7,1.5Fin,No,Normal,WD,nonappli,348,576,Reg,nonappli,Y,0,55,nonappli,SBrkr,160,SBrkr
7,Crawfor,1,Gd,TA,TA,270,1,RFn,77,Attchd,BrkTil,Gd,6,70,8,TA,Unf,1,Stucco,Wd Shng,None,1502,RL,6,2Story,No,Normal,WD,TA,651,776,Reg,TA,Y,1,60,MnPrv,SBrkr,0,SBrkr
6,NAmes,2,TA,TA,TA,490,1,RFn,42,Attchd,CBlock,nonappli,6,80,42,TA,Rec,0,HdBoard,HdBoard,BrkFace,1165,RL,7,SLvl,Gd,Normal,WD,Gd,0,1127,Reg,Gd,Y,1,82,GdPrv,SBrkr,129,SBrkr
6,Gilbert,2,Gd,Gd,Gd,440,2,Fin,8,BuiltIn,PConc,TA,8,60,8,Ex,GLQ,2,VinylSd,VinylSd,None,1960,RL,5,2Story,No,Normal,WD,TA,1100,860,Reg,TA,Y,1,313,nonappli,SBrkr,48,SBrkr
7,CollgCr,2,Gd,Gd,Gd,541,2,Fin,10,Attchd,PConc,TA,8,60,9,Ex,ALQ,1,VinylSd,VinylSd,BrkFace,2031,RL,5,2Story,Av,Normal,WD,TA,878,1153,IR1,TA,Y,1,75,nonappli,SBrkr,84,SBrkr
6,CollgCr,1,Gd,TA,TA,299,1,Fin,33,Attchd,CBlock,nonappli,6,60,33,Ex,GLQ,0,HdBoard,HdBoard,BrkFace,1392,RL,7,2Story,No,Normal,WD,TA,703,689,IR1,TA,Y,1,313,MnPrv,SBrkr,36,SBrkr
7,NridgHt,2,Gd,Gd,Gd,532,2,RFn,5,Attchd,PConc,Gd,7,20,5,Ex,BLQ,1,VinylSd,VinylSd,BrkFace,1541,RL,5,1Story,Mn,Partial,New,TA,0,1541,Reg,TA,Y,0,95,nonappli,SBrkr,70,SBrkr
5,NAmes,2,TA,Gd,TA,624,1,Unf,33,Detchd,CBlock,nonappli,7,20,5,Gd,Rec,0,MetalSd,MetalSd,None,1327,RL,6,1Story,No,Normal,WD,TA,0,1063,Reg,TA,Y,0,75,nonappli,SBrkr,0,SBrkr
4,BrkSide,1,TA,TA,TA,240,1,Unf,73,Detchd,BrkTil,nonappli,6,50,59,TA,BLQ,0,MetalSd,MetalSd,None,1324,RM,6,1.5Fin,No,Normal,WD,TA,567,672,Reg,TA,Y,0,50,nonappli,SBrkr,0,SBrkr
6,NWAmes,2,Gd,TA,TA,434,2,RFn,31,Attchd,CBlock,TA,6,60,31,TA,ALQ,1,VinylSd,VinylSd,None,1552,RL,6,2Story,No,Normal,WD,TA,741,713,Reg,TA,Y,1,85,MnPrv,SBrkr,208,SBrkr
8,NoRidge,2,Ex,Gd,Gd,750,2,RFn,17,Attchd,PConc,Ex,9,60,17,Ex,GLQ,1,Wd Sdng,Wd Sdng,BrkFace,2810,RL,5,2Story,No,Normal,WD,Gd,1357,1453,IR1,Gd,Y,1,313,nonappli,SBrkr,0,SBrkr
10,OldTown,3,TA,Ex,Gd,840,2,Unf,13,Detchd,BrkTil,TA,12,75,13,Ex,Unf,2,Wd Sdng,Wd Sdng,None,3608,RM,9,2.5Fin,Mn,Normal,WD,TA,1518,1107,IR2,Ex,Y,1,90,GdPrv,SBrkr,260,SBrkr
5,Timber,1,TA,TA,TA,308,1,RFn,48,Attchd,CBlock,Gd,5,20,48,Gd,BLQ,2,VinylSd,VinylSd,None,1328,RL,6,1Story,Gd,Normal,WD,TA,0,1350,Reg,TA,Y,1,115,nonappli,SBrkr,104,SBrkr
7,Timber,2,Gd,Gd,Gd,628,2,RFn,17,Attchd,PConc,Gd,9,60,16,Ex,GLQ,2,MetalSd,MetalSd,BrkFace,2519,RL,5,2Story,Gd,Normal,WD,TA,1281,1210,IR1,TA,Y,1,42,nonappli,SBrkr,27,SBrkr
5,IDOTRR,0,TA,Fa,TA,0,2,nonappli,-9.22E+18,nonappli,CBlock,nonappli,7,50,2,TA,Unf,0,CemntBd,CmentBd,None,1517,RM,7,1.5Fin,No,Normal,WD,nonappli,520,793,Reg,nonappli,N,0,85,nonappli,FuseF,0,FuseF
5,NAmes,1,TA,Gd,TA,246,1,Unf,57,Detchd,CBlock,nonappli,5,20,3,TA,GLQ,0,VinylSd,VinylSd,None,1057,RL,7,1Story,No,Abnorml,WD,TA,0,1057,Reg,TA,Y,0,68,nonappli,SBrkr,52,SBrkr
8,SawyerW,2,Gd,Gd,Gd,612,1,Fin,26,BuiltIn,CBlock,Gd,5,50,0,Ex,GLQ,1,Wd Sdng,Wd Sdng,None,2132,RL,8,1.5Fin,Gd,Normal,WD,TA,636,1496,IR1,Gd,Y,1,79,nonappli,SBrkr,40,SBrkr
8,Timber,3,Gd,Gd,Gd,808,2,Fin,5,Attchd,PConc,Gd,9,20,4,Ex,GLQ,1,VinylSd,VinylSd,BrkFace,1629,RL,5,1Story,Av,Normal,WD,TA,0,1616,Reg,TA,Y,0,85,nonappli,SBrkr,252,SBrkr
5,NAmes,2,TA,TA,TA,531,1,RFn,51,Attchd,CBlock,nonappli,6,20,51,Fa,Rec,0,Plywood,Plywood,BrkFace,1188,RL,5,1Story,No,Abnorml,COD,TA,0,1188,IR1,TA,Y,0,313,MnPrv,SBrkr,0,SBrkr
8,Somerst,3,Gd,Gd,Gd,754,2,Unf,0,Attchd,PConc,nonappli,6,20,0,Ex,GLQ,0,VinylSd,VinylSd,Stone,1464,RL,5,1Story,Gd,Normal,WD,TA,0,1485,IR1,TA,Y,0,49,nonappli,SBrkr,160,SBrkr
6,Mitchel,2,Ex,TA,TA,402,2,Unf,8,Attchd,PConc,nonappli,5,120,8,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,1216,RM,5,1Story,No,Normal,WD,TA,0,1216,Reg,TA,Y,0,32,nonappli,SBrkr,125,SBrkr
8,NridgHt,3,Gd,Gd,Gd,866,2,RFn,1,Attchd,PConc,Gd,7,20,1,Ex,Unf,1,VinylSd,VinylSd,Stone,1634,RL,5,1Story,No,Normal,WD,TA,0,1626,IR1,TA,Y,0,98,nonappli,SBrkr,44,SBrkr
5,NAmes,2,TA,TA,TA,576,1,Unf,4,Detchd,CBlock,Po,6,50,1,Ex,Unf,1,MetalSd,MetalSd,None,924,RL,7,1.5Fin,Mn,Normal,WD,TA,252,672,Reg,TA,Y,0,60,MnPrv,SBrkr,0,SBrkr
5,Sawyer,1,TA,Gd,TA,270,1,Unf,42,Attchd,CBlock,TA,6,20,9,Ex,Rec,1,Plywood,Plywood,None,1060,RL,8,1Story,Mn,Normal,WD,TA,0,1060,IR1,TA,Y,0,313,MnPrv,SBrkr,90,SBrkr
6,NPkVill,2,Gd,Gd,TA,440,2,Unf,31,Detchd,CBlock,TA,7,160,31,TA,ALQ,1,Plywood,Brk Cmn,None,1548,RL,6,2Story,No,Normal,WD,TA,744,804,Reg,TA,Y,1,24,nonappli,SBrkr,0,SBrkr
2,SWISU,1,TA,Fa,TA,246,1,Unf,79,Detchd,CBlock,nonappli,3,30,59,TA,Rec,0,Wd Sdng,Wd Sdng,None,438,RL,5,1Story,No,Normal,WD,TA,0,290,Reg,TA,N,0,60,nonappli,FuseF,0,FuseF
4,OldTown,1,TA,TA,TA,220,1,Unf,65,Attchd,CBlock,nonappli,4,30,60,TA,Unf,0,MetalSd,MetalSd,None,747,RM,6,1Story,No,Normal,WD,TA,0,747,Reg,TA,Y,0,47,nonappli,SBrkr,0,SBrkr
5,NAmes,1,TA,TA,TA,288,1,RFn,42,Attchd,CBlock,nonappli,5,20,42,TA,BLQ,0,HdBoard,HdBoard,BrkFace,892,RL,5,1Story,No,Normal,WD,TA,0,892,Reg,TA,Y,0,65,GdWo,SBrkr,0,SBrkr
5,NAmes,2,TA,TA,TA,540,1,Unf,44,Attchd,CBlock,nonappli,6,90,44,TA,ALQ,0,Wd Sdng,Wd Sdng,BrkFace,1190,RL,6,SLvl,Av,Normal,WD,TA,0,1106,Reg,TA,Y,0,70,GdWo,SBrkr,18,SBrkr
6,NAmes,2,Gd,TA,TA,514,1,RFn,46,Attchd,CBlock,Gd,6,20,46,Gd,BLQ,2,Plywood,Plywood,BrkFace,1394,RL,5,1Story,No,Normal,WD,TA,0,1394,IR1,TA,Y,1,313,nonappli,SBrkr,76,SBrkr
5,OldTown,2,TA,TA,TA,400,2,Unf,57,Detchd,CBlock,nonappli,10,90,57,Gd,Unf,0,Wd Sdng,Wd Sdng,BrkFace,1960,RM,5,2Story,No,Normal,COD,TA,1000,960,Reg,TA,Y,0,60,nonappli,SBrkr,0,SBrkr
6,CollgCr,2,Gd,Gd,Gd,420,1,Fin,4,Attchd,PConc,nonappli,3,120,4,Ex,GLQ,0,VinylSd,VinylSd,BrkFace,848,RM,5,1Story,Av,Normal,WD,TA,0,848,Reg,TA,Y,0,36,nonappli,SBrkr,0,SBrkr
7,Timber,2,Gd,TA,TA,484,2,Fin,16,Attchd,CBlock,TA,6,20,16,TA,ALQ,1,HdBoard,HdBoard,BrkFace,1339,RL,5,1Story,No,Normal,WD,Gd,0,1309,IR1,Gd,Y,0,50,nonappli,SBrkr,58,SBrkr
6,SawyerW,2,Fa,TA,TA,360,1,Unf,59,Detchd,BrkTil,nonappli,5,45,59,TA,Unf,0,Wd Sdng,Wd Sdng,None,784,RH,3,1.5Unf,No,Normal,WD,Fa,0,784,Reg,Fa,N,0,60,nonappli,FuseA,0,FuseA
5,Sawyer,1,TA,TA,TA,300,1,Unf,39,Attchd,PConc,nonappli,6,20,39,TA,Unf,0,Plywood,Plywood,None,948,RL,5,1Story,No,Family,WD,TA,0,948,IR1,TA,Y,0,313,nonappli,SBrkr,0,SBrkr
5,NWAmes,2,Gd,Gd,TA,439,1,Unf,35,Attchd,CBlock,Fa,5,20,8,Gd,BLQ,1,HdBoard,HdBoard,None,1178,RL,6,1Story,No,Normal,WD,TA,0,1176,Reg,TA,Y,1,80,MnPrv,SBrkr,0,SBrkr
7,Gilbert,2,Gd,Gd,Gd,490,2,Fin,10,Attchd,PConc,TA,9,60,10,Ex,GLQ,1,VinylSd,VinylSd,None,1983,RL,5,2Story,No,Normal,WD,TA,978,978,IR1,TA,Y,1,313,nonappli,SBrkr,0,SBrkr
5,Mitchel,2,TA,TA,TA,560,2,Unf,30,Detchd,CBlock,nonappli,8,90,30,TA,ALQ,0,Plywood,Plywood,None,1728,RL,5,1Story,No,Family,WD,TA,0,1728,Reg,TA,Y,0,63,nonappli,SBrkr,0,SBrkr
